Id,ActivityDate,TotalSteps,TotalDistance,SedentaryMinutes,Calories,ActiveMinutes,TotalLoggedMinutes,indexOfWeek,dayNames
1927972279,"2016-04-18 00:00:00",244,0.17,1423,2111,17,1440,2,Monday
1927972279,"2016-04-19 00:00:00",0,0,1440,2063,0,1440,3,Tuesday
1927972279,"2016-04-20 00:00:00",0,0,1440,2063,0,1440,4,Wednesday
1927972279,"2016-04-21 00:00:00",0,0,1440,2064,0,1440,5,Thursday
1927972279,"2016-04-22 00:00:00",149,0.1,1430,2093,10,1440,6,Friday
1927972279,"2016-04-23 00:00:00",2945,2.04,1295,2499,145,1440,7,Saturday
1927972279,"2016-04-24 00:00:00",2090,1.45,1358,2324,82,1440,1,Sunday
1927972279,"2016-04-25 00:00:00",152,0.11,1303,2100,12,1315,2,Monday
1927972279,"2016-04-26 00:00:00",3761,2.6,1058,2638,192,1250,3,Tuesday
1927972279,"2016-04-27 00:00:00",0,0,1440,2063,0,1440,4,Wednesday
1927972279,"2016-04-28 00:00:00",1675,1.16,1167,2351,95,1262,5,Thursday
1927972279,"2016-04-29 00:00:00",0,0,1440,2063,0,1440,6,Friday
1927972279,"2016-04-30 00:00:00",0,0,1440,2064,0,1440,7,Saturday
1927972279,"2016-05-01 00:00:00",2704,1.87,1355,2411,85,1440,1,Sunday
1927972279,"2016-05-02 00:00:00",3790,2.62,1322,2505,118,1440,2,Monday
1927972279,"2016-05-03 00:00:00",1326,0.92,1413,2195,27,1440,3,Tuesday
1927972279,"2016-05-04 00:00:00",1786,1.24,1353,2338,87,1440,4,Wednesday
1927972279,"2016-05-05 00:00:00",0,0,1440,2063,0,1440,5,Thursday
1927972279,"2016-05-06 00:00:00",2091,1.45,1332,2383,108,1440,6,Friday
1927972279,"2016-05-07 00:00:00",1510,1.04,1392,2229,48,1440,7,Saturday
1927972279,"2016-05-08 00:00:00",0,0,1440,2063,0,1440,1,Sunday
1927972279,"2016-05-09 00:00:00",0,0,1440,2063,0,1440,2,Monday
1927972279,"2016-05-10 00:00:00",0,0,1440,2063,0,1440,3,Tuesday
1927972279,"2016-05-11 00:00:00",0,0,1440,2063,0,1440,4,Wednesday
1927972279,"2016-05-12 00:00:00",0,0,966,1383,0,966,5,Thursday
2022484408,"2016-04-12 00:00:00",11875,8.34,1157,2390,283,1440,3,Tuesday
2022484408,"2016-04-13 00:00:00",12024,8.5,1100,2601,340,1440,4,Wednesday
2022484408,"2016-04-14 00:00:00",10690,7.5,1148,2312,292,1440,5,Thursday
2022484408,"2016-04-15 00:00:00",11034,8.03,1122,2525,318,1440,6,Friday
2022484408,"2016-04-16 00:00:00",10100,7.09,1237,2177,203,1440,7,Saturday
2022484408,"2016-04-17 00:00:00",15112,11.4,1052,2782,388,1440,1,Sunday
2022484408,"2016-04-18 00:00:00",14131,10.07,1078,2770,362,1440,2,Monday
2022484408,"2016-04-19 00:00:00",11548,8.53,1152,2489,288,1440,3,Tuesday
2022484408,"2016-04-20 00:00:00",15112,10.67,1053,2897,387,1440,4,Wednesday
2022484408,"2016-04-21 00:00:00",12453,8.74,1028,3158,412,1440,5,Thursday
2022484408,"2016-04-22 00:00:00",12954,9.33,1105,2638,335,1440,6,Friday
2022484408,"2016-04-23 00:00:00",6001,4.21,1191,2069,249,1440,7,Saturday
2022484408,"2016-04-24 00:00:00",13481,10.28,1161,2529,279,1440,1,Sunday
2022484408,"2016-04-25 00:00:00",11369,8.01,1171,2470,269,1440,2,Monday
2022484408,"2016-04-26 00:00:00",10119,7.19,1086,2793,354,1440,3,Tuesday
2022484408,"2016-04-27 00:00:00",10159,7.13,1119,2463,321,1440,4,Wednesday
2022484408,"2016-04-28 00:00:00",10140,7.12,1123,2296,317,1440,5,Thursday
2022484408,"2016-04-29 00:00:00",10245,7.19,1098,2611,342,1440,6,Friday
2022484408,"2016-04-30 00:00:00",18387,12.91,1043,2732,397,1440,7,Saturday
2022484408,"2016-05-01 00:00:00",10538,7.4,1142,2380,298,1440,1,Sunday
2022484408,"2016-05-02 00:00:00",10379,7.29,1119,2473,321,1440,2,Monday
2022484408,"2016-05-03 00:00:00",12183,8.74,1104,2752,336,1440,3,Tuesday
2022484408,"2016-05-04 00:00:00",11768,8.29,1105,2649,335,1440,4,Wednesday
2022484408,"2016-05-05 00:00:00",11895,8.35,1112,2609,328,1440,5,Thursday
2022484408,"2016-05-06 00:00:00",10227,7.18,1104,2498,336,1440,6,Friday
2022484408,"2016-05-07 00:00:00",6708,4.71,1269,1995,171,1440,7,Saturday
2022484408,"2016-05-08 00:00:00",3292,2.31,1305,1848,135,1440,1,Sunday
2022484408,"2016-05-09 00:00:00",13379,9.39,1061,2709,379,1440,2,Monday
2022484408,"2016-05-10 00:00:00",12798,8.98,1084,2797,356,1440,3,Tuesday
2022484408,"2016-05-11 00:00:00",13272,9.32,1133,2544,307,1440,4,Wednesday
2022484408,"2016-05-12 00:00:00",9117,6.41,728,1853,268,996,5,Thursday
2026352035,"2016-04-12 00:00:00",4414,2.74,706,1459,192,898,3,Tuesday
2026352035,"2016-04-13 00:00:00",4993,3.1,663,1521,238,901,4,Wednesday
2026352035,"2016-04-14 00:00:00",3335,2.07,653,1431,197,850,5,Thursday
2026352035,"2016-04-15 00:00:00",3821,2.37,687,1444,188,875,6,Friday
2026352035,"2016-04-16 00:00:00",2547,1.58,728,1373,150,878,7,Saturday
2026352035,"2016-04-17 00:00:00",838,0.52,1053,1214,60,1113,1,Sunday
2026352035,"2016-04-18 00:00:00",3325,2.06,1062,1419,182,1244,2,Monday
2026352035,"2016-04-19 00:00:00",2424,1.5,785,1356,141,926,3,Tuesday
2026352035,"2016-04-20 00:00:00",7222,4.48,623,1667,327,950,4,Wednesday
2026352035,"2016-04-21 00:00:00",2467,1.53,749,1370,153,902,5,Thursday
2026352035,"2016-04-22 00:00:00",2915,1.81,712,1399,162,874,6,Friday
2026352035,"2016-04-23 00:00:00",12357,7.71,458,1916,432,890,7,Saturday
2026352035,"2016-04-24 00:00:00",3490,2.16,704,1401,164,868,1,Sunday
2026352035,"2016-04-25 00:00:00",6017,3.73,821,1576,260,1081,2,Monday
2026352035,"2016-04-26 00:00:00",5933,3.68,1018,1595,288,1306,3,Tuesday
2026352035,"2016-04-27 00:00:00",6088,3.77,586,1593,286,872,4,Wednesday
2026352035,"2016-04-28 00:00:00",6375,3.95,626,1649,331,957,5,Thursday
2026352035,"2016-04-29 00:00:00",7604,4.71,492,1692,352,844,6,Friday
2026352035,"2016-04-30 00:00:00",4729,2.93,594,1506,233,827,7,Saturday
2026352035,"2016-05-01 00:00:00",3609,2.28,716,1447,191,907,1,Sunday
2026352035,"2016-05-02 00:00:00",7018,4.35,716,1690,355,1071,2,Monday
2026352035,"2016-05-03 00:00:00",5992,3.72,981,1604,304,1285,3,Tuesday
2026352035,"2016-05-04 00:00:00",6564,4.07,530,1658,345,875,4,Wednesday
2026352035,"2016-05-05 00:00:00",12167,7.54,479,1926,475,954,5,Thursday
2026352035,"2016-05-06 00:00:00",8198,5.08,511,1736,383,894,6,Friday
2026352035,"2016-05-07 00:00:00",4193,2.6,665,1491,229,894,7,Saturday
2026352035,"2016-05-08 00:00:00",5528,3.45,610,1555,258,868,1,Sunday
2026352035,"2016-05-09 00:00:00",10685,6.62,543,1869,401,944,2,Monday
2026352035,"2016-05-10 00:00:00",254,0.16,1002,1141,17,1019,3,Tuesday
2026352035,"2016-05-11 00:00:00",8580,5.32,569,1698,330,899,4,Wednesday
2026352035,"2016-05-12 00:00:00",8891,5.51,330,1364,343,673,5,Thursday
2320127002,"2016-04-12 00:00:00",10725,7.49,1112,2124,328,1440,3,Tuesday
2320127002,"2016-04-13 00:00:00",7275,4.9,1105,2003,335,1440,4,Wednesday
2320127002,"2016-04-14 00:00:00",3973,2.68,1249,1696,191,1440,5,Thursday
2320127002,"2016-04-15 00:00:00",5205,3.51,1195,1801,245,1440,6,Friday
2320127002,"2016-04-16 00:00:00",5057,3.41,1245,1724,195,1440,7,Saturday
2320127002,"2016-04-17 00:00:00",6198,4.18,1191,1852,249,1440,1,Sunday
2320127002,"2016-04-18 00:00:00",6559,4.42,1173,1905,267,1440,2,Monday
2320127002,"2016-04-19 00:00:00",5997,4.04,1201,1811,239,1440,3,Tuesday
2320127002,"2016-04-20 00:00:00",7192,4.85,1146,1922,294,1440,4,Wednesday
2320127002,"2016-04-21 00:00:00",3404,2.29,1302,1610,138,1440,5,Thursday
2320127002,"2016-04-22 00:00:00",5583,3.76,1174,1851,266,1440,6,Friday
2320127002,"2016-04-23 00:00:00",5079,3.42,1129,1804,242,1371,7,Saturday
2320127002,"2016-04-24 00:00:00",4165,2.81,1236,1725,204,1440,1,Sunday
2320127002,"2016-04-25 00:00:00",3588,2.42,1280,1654,160,1440,2,Monday
2320127002,"2016-04-26 00:00:00",3409,2.3,1293,1632,147,1440,3,Tuesday
2320127002,"2016-04-27 00:00:00",1715,1.16,1358,1481,82,1440,4,Wednesday
2320127002,"2016-04-28 00:00:00",1532,1.03,1364,1473,76,1440,5,Thursday
2320127002,"2016-04-29 00:00:00",924,0.62,1395,1410,45,1440,6,Friday
2320127002,"2016-04-30 00:00:00",4571,3.08,1206,1779,234,1440,7,Saturday
2320127002,"2016-05-01 00:00:00",772,0.52,1400,1403,40,1440,1,Sunday
2320127002,"2016-05-02 00:00:00",3634,2.45,1306,1613,134,1440,2,Monday
2320127002,"2016-05-03 00:00:00",7443,5.02,1204,1878,236,1440,3,Tuesday
2320127002,"2016-05-04 00:00:00",1201,0.81,1388,1426,52,1440,4,Wednesday
2320127002,"2016-05-05 00:00:00",5202,3.51,1206,1780,234,1440,5,Thursday
2320127002,"2016-05-06 00:00:00",4878,3.29,1236,1742,204,1440,6,Friday
2320127002,"2016-05-07 00:00:00",7379,4.97,1121,1972,319,1440,7,Saturday
2320127002,"2016-05-08 00:00:00",5161,3.48,1193,1821,247,1440,1,Sunday
2320127002,"2016-05-09 00:00:00",3090,2.08,1295,1630,145,1440,2,Monday
2320127002,"2016-05-10 00:00:00",6227,4.2,1150,1899,290,1440,3,Tuesday
2320127002,"2016-05-11 00:00:00",6424,4.33,1140,1903,300,1440,4,Wednesday
2320127002,"2016-05-12 00:00:00",2661,1.79,830,1125,128,958,5,Thursday
2347167796,"2016-04-12 00:00:00",10113,6.83,964,2344,361,1325,3,Tuesday
2347167796,"2016-04-13 00:00:00",10352,7.01,676,2038,246,922,4,Wednesday
2347167796,"2016-04-14 00:00:00",10129,6.7,705,2010,255,960,5,Thursday
2347167796,"2016-04-15 00:00:00",10465,6.92,720,2133,309,1029,6,Friday
2347167796,"2016-04-16 00:00:00",22244,15.08,968,2670,406,1374,7,Saturday
2347167796,"2016-04-17 00:00:00",5472,3.62,508,1882,257,765,1,Sunday
2347167796,"2016-04-18 00:00:00",8247,5.45,678,1944,233,911,2,Monday
2347167796,"2016-04-19 00:00:00",6711,4.44,648,2346,389,1037,3,Tuesday
2347167796,"2016-04-20 00:00:00",10999,7.27,1011,2198,323,1334,4,Wednesday
2347167796,"2016-04-21 00:00:00",10080,6.75,761,2048,257,1018,5,Thursday
2347167796,"2016-04-22 00:00:00",7804,5.16,781,1946,242,1023,6,Friday
2347167796,"2016-04-23 00:00:00",16901,11.37,591,2629,427,1018,7,Saturday
2347167796,"2016-04-24 00:00:00",9471,6.26,584,2187,360,944,1,Sunday
2347167796,"2016-04-25 00:00:00",9482,6.38,653,2095,303,956,2,Monday
2347167796,"2016-04-26 00:00:00",5980,3.95,732,1861,227,959,3,Tuesday
2347167796,"2016-04-27 00:00:00",11423,7.58,623,2194,330,953,4,Wednesday
2347167796,"2016-04-28 00:00:00",5439,3.6,764,1854,229,993,5,Thursday
2347167796,"2016-04-29 00:00:00",42,0.03,2,403,4,6,6,Friday
2873212765,"2016-04-12 00:00:00",8796,5.91,1061,1982,379,1440,3,Tuesday
2873212765,"2016-04-13 00:00:00",7618,5.12,1028,2004,412,1440,4,Wednesday
2873212765,"2016-04-14 00:00:00",7910,5.32,1109,1893,331,1440,5,Thursday
2873212765,"2016-04-15 00:00:00",8482,5.7,992,2063,448,1440,6,Friday
2873212765,"2016-04-16 00:00:00",9685,6.65,1087,2148,353,1440,7,Saturday
2873212765,"2016-04-17 00:00:00",2524,1.7,1272,1529,168,1440,1,Sunday
2873212765,"2016-04-18 00:00:00",7762,5.24,1122,1890,318,1440,2,Monday
2873212765,"2016-04-19 00:00:00",7948,5.37,1051,1956,389,1440,3,Tuesday
2873212765,"2016-04-20 00:00:00",9202,6.3,1035,2094,405,1440,4,Wednesday
2873212765,"2016-04-21 00:00:00",8859,5.98,1057,1970,383,1440,5,Thursday
2873212765,"2016-04-22 00:00:00",7286,4.9,1028,2241,412,1440,6,Friday
2873212765,"2016-04-23 00:00:00",9317,6.35,1077,2021,363,1440,7,Saturday
2873212765,"2016-04-24 00:00:00",6873,4.68,1203,1898,237,1440,1,Sunday
2873212765,"2016-04-25 00:00:00",7373,4.95,1081,1907,359,1440,2,Monday
2873212765,"2016-04-26 00:00:00",8242,5.54,1124,1882,316,1440,3,Tuesday
2873212765,"2016-04-27 00:00:00",3516,2.36,1197,1966,243,1440,4,Wednesday
2873212765,"2016-04-28 00:00:00",7913,5.41,1192,1835,248,1440,5,Thursday
2873212765,"2016-04-29 00:00:00",7365,4.95,1191,1780,249,1440,6,Friday
2873212765,"2016-04-30 00:00:00",8452,5.68,1167,1830,273,1440,7,Saturday
2873212765,"2016-05-01 00:00:00",7399,4.97,1219,1739,221,1440,1,Sunday
2873212765,"2016-05-02 00:00:00",7525,5.06,1099,1878,341,1440,2,Monday
2873212765,"2016-05-03 00:00:00",7412,4.98,1070,1906,370,1440,3,Tuesday
2873212765,"2016-05-04 00:00:00",8278,5.56,1020,2015,420,1440,4,Wednesday
2873212765,"2016-05-05 00:00:00",8314,5.61,1093,1971,347,1440,5,Thursday
2873212765,"2016-05-06 00:00:00",7063,4.75,1065,1910,375,1440,6,Friday
2873212765,"2016-05-07 00:00:00",4940,3.38,1302,1897,138,1440,7,Saturday
2873212765,"2016-05-08 00:00:00",8168,5.54,1068,2096,372,1440,1,Sunday
2873212765,"2016-05-09 00:00:00",7726,5.19,1095,1906,345,1440,2,Monday
2873212765,"2016-05-10 00:00:00",8275,5.56,1067,1962,373,1440,3,Tuesday
2873212765,"2016-05-11 00:00:00",6440,4.33,1121,1826,319,1440,4,Wednesday
2873212765,"2016-05-12 00:00:00",7566,5.11,720,1431,268,988,5,Thursday
3372868164,"2016-04-12 00:00:00",4747,3.24,1160,1788,280,1440,3,Tuesday
3372868164,"2016-04-13 00:00:00",9715,6.63,1045,2093,395,1440,4,Wednesday
3372868164,"2016-04-14 00:00:00",8844,6.03,1039,2065,401,1440,5,Thursday
3372868164,"2016-04-15 00:00:00",7451,5.08,1105,1908,335,1440,6,Friday
3372868164,"2016-04-16 00:00:00",6905,4.73,1084,1908,356,1440,7,Saturday
3372868164,"2016-04-17 00:00:00",8199,5.88,1105,1964,335,1440,1,Sunday
3372868164,"2016-04-18 00:00:00",6798,4.64,1070,2014,370,1440,2,Monday
3372868164,"2016-04-19 00:00:00",7711,5.26,1064,1985,376,1440,3,Tuesday
3372868164,"2016-04-20 00:00:00",4880,3.33,1148,1867,292,1440,4,Wednesday
3372868164,"2016-04-21 00:00:00",8857,6.07,1037,2124,403,1440,5,Thursday
3372868164,"2016-04-22 00:00:00",3843,2.62,1234,1669,206,1440,6,Friday
3372868164,"2016-04-23 00:00:00",7396,5.07,1115,1995,325,1440,7,Saturday
3372868164,"2016-04-24 00:00:00",6731,4.59,1127,1921,313,1440,1,Sunday
3372868164,"2016-04-25 00:00:00",5995,4.09,1024,2010,416,1440,2,Monday
3372868164,"2016-04-26 00:00:00",8283,5.79,1083,2057,357,1440,3,Tuesday
3372868164,"2016-04-27 00:00:00",7904,5.42,1057,2095,383,1440,4,Wednesday
3372868164,"2016-04-28 00:00:00",5512,3.76,1055,1972,385,1440,5,Thursday
3372868164,"2016-04-29 00:00:00",9135,6.23,1038,2044,402,1440,6,Friday
3372868164,"2016-04-30 00:00:00",5250,3.58,1119,1946,321,1440,7,Saturday
3372868164,"2016-05-01 00:00:00",3077,2.1,842,1237,172,1014,1,Sunday
3977333714,"2016-04-12 00:00:00",8856,5.98,777,1450,194,971,3,Tuesday
3977333714,"2016-04-13 00:00:00",10035,6.71,754,1495,230,984,4,Wednesday
3977333714,"2016-04-14 00:00:00",7641,5.11,801,1433,242,1043,5,Thursday
